47156,home,0.76,0.76,food,1.87,1.51,travel,3.68,1.58,shopping,2.02,1.48,other,2.16,1.5976964486972,3.68,10.49,6.9276964486972
47345,home,1.16,0.91,food,1.8,1.46,travel,3.11,1.36,shopping,2.31,1.73,other,2.16,1.5976964486972,3.11,10.54,7.0576964486972
47406,home,0.76,0.75,food,1.73,1.41,travel,1.41,0.68,shopping,1.13,0.89,other,2.16,1.5976964486972,1.73,7.19,5.3276964486972
47428,home,0.75,0.75,food,1.92,1.55,travel,4.9,2.05,shopping,1.44,1.13,other,2.16,1.5976964486972,4.9,11.17,7.0776964486972
47521,home,1,0.85,food,1.29,1.11,travel,2.22,1.02,shopping,1.5,1.14,other,2.16,1.5976964486972,2.22,8.17,5.7176964486972
47569,home,1.24,0.94,food,4.17,3.25,travel,2.38,1.08,shopping,2.3,1.87,other,2.16,1.5976964486972,4.17,12.25,8.7376964486972
47652,home,0.77,0.76,food,2.22,1.73,travel,4.43,1.87,shopping,1.74,1.26,other,2.16,1.5976964486972,4.43,11.32,7.2176964486972
47707,home,0.75,0.75,food,1.59,1.21,travel,2.53,1.14,shopping,1.41,1.02,other,2.16,1.5976964486972,2.53,8.44,5.7176964486972
85145,home,1,0.85,food,1.29,1.11,travel,2.25,1.03,shopping,1.45,1.12,other,2.16,1.5976964486972,2.25,8.15,5.7076964486972
85455,home,0.77,0.76,food,1.92,1.55,travel,8.74,3.53,shopping,1.84,1.46,other,2.16,1.5976964486972,8.74,15.43,8.8976964486972
95607,home,0.75,0.75,food,1.72,1.41,travel,2.17,1,shopping,1.89,1.45,other,2.16,1.5976964486972,2.17,8.69,6.2076964486972
154381,home,0.75,0.75,food,0.8,0.61,travel,2.43,1.1,shopping,1.36,1.03,other,2.16,1.5976964486972,2.43,7.5,5.0876964486972
154383,home,0.75,0.75,food,3.52,2.87,travel,2.43,1.1,shopping,2.53,1.81,other,2.16,1.5976964486972,3.52,11.39,8.1276964486972
154387,home,0.75,0.75,food,0.92,0.75,travel,2.41,1.09,shopping,1.53,1.15,other,2.16,1.5976964486972,2.41,7.77,5.3376964486972
157796,home,0.77,0.76,food,1.8,1.46,travel,8.28,3.36,shopping,1.71,1.37,other,2.16,1.5976964486972,8.28,14.72,8.5476964486972
160046,home,0.75,0.75,food,1.73,1.41,travel,4.85,2.04,shopping,1.7,1.23,other,2.16,1.5976964486972,4.85,11.19,7.0276964486972
160140,home,0.77,0.76,food,1.79,1.46,travel,3.21,1.37,shopping,2.24,1.64,other,2.16,1.5976964486972,3.21,10.17,6.8276964486972
160368,home,0.76,0.76,food,1.73,1.41,travel,1.17,0.59,shopping,1.12,0.87,other,2.16,1.5976964486972,1.73,6.94,5.2276964486972
160378,home,0.76,0.76,food,1.73,1.41,travel,1.17,0.59,shopping,1.11,0.87,other,2.16,1.5976964486972,1.73,6.93,5.2276964486972
160490,home,1.12,0.89,food,2.24,1.7,travel,2.11,0.98,shopping,1.53,1.12,other,2.16,1.5976964486972,2.24,9.16,6.2876964486972
161821,home,0.85,0.79,food,1.29,1.11,travel,2.36,1.07,shopping,1.29,0.99,other,2.16,1.5976964486972,2.36,7.95,5.5576964486972
